Designator,Mid X,Mid Y,Rotation,Layer
C1,52.5,-69.75,270.0,top
D1,63.0,-51.0,0.0,top
J2,103.77,-63.75,0.0,top
R1,59.75,-51.0,180.0,top
R2,65.75,-71.0,90.0,top
U1,63.5,-69.5,180.0,top
