Designator,Mid X,Mid Y,Rotation,Layer
C1,164.9125,-107.325,90.0,top
C2,164.9125,-104.075,90.0,top
C3,186.35,-102.900002,180.0,top
J1,141.0,-114.0,90.0,top
J2,179.005,-114.0,270.0,top
R1,150.66235,-104.501601,270.0,top
R2,150.71235,-107.701601,90.0,top
R3,155.25,-118.9,90.0,top
R4,156.9,-118.9,90.0,top
U1,114.0,-114.0,270.0,top
U2,159.25,-105.8,270.0,top
U3,160.0,-118.9,0.0,bottom
U5,208.679,-108.995,0.0,top
U6,186.44745,-106.050001,0.0,top
